title,company,location,experience,min_experience,max_experience,salary,min_salary,max_salary,description,skills,posted_duration,job_url,search_keyword
Data Analyst,Raam4Wheelers LLP,Hyderabad(Banjara hills +1),1-4 Yrs,1.0,4.0,3-3.75 Lacs PA,300000.0,375000.0,Preferred candidate profile . Strong analytical and problem-solving skillsGood attentio...,"['Google Sheets', 'Excel', 'Google Forms', 'Data Analytics', 'Excel Sheet', 'Data', 'Google']",1 week ago,https://www.naukri.com/job-listings-data-analyst-raam4wheelers-llp-hyderabad-1-to-4-years-140326012904,data analyst
Data Analyst,ti Steps,"Hyderabad, Chennai, Bengaluru",0-1 Yrs,0.0,1.0,3.5-6.5 Lacs PA,350000.0,650000.0,Strong proficiency in Python or R for data analysis and model building. . Hands-on expe...,"['Data Analytics', 'Data Visualization', 'SQL', 'Power BI', 'Data Cleansing', 'Tableau', 'Analytics']",3 weeks ago,https://www.naukri.com/job-listings-data-analyst-ti-steps-hyderabad-chennai-bengaluru-0-to-1-years-181125007850,data analyst
Data Analyst (Microsoft Exp Must),Tecnoprism,Bengaluru,5-10 Yrs,5.0,10.0,Not Specified,,,Bachelors or Masters degree in: . Computer Science Location : Bangalore. Only candidate...,"['Excel', 'Power BI', 'Azure Data Services', 'SQL', 'Python', 'R', 'Data Visualization', 'Data Modeling']",Just now,https://www.naukri.com/job-listings-data-analyst-microsoft-exp-must-tecnoprism-bengaluru-5-to-10-years-150726018343,data analyst
Climate Data Analyst,MSCI Services,Pune,1-4 Yrs,1.0,4.0,Not Specified,,,"MSCI, Pride & Allies, Women in Tech, and Women s Leadership Forum. At MSCI we are passi...","['Data Research', 'Data Integrity', 'Automation', 'Issue', 'Documentation', 'Access', 'Data Operations', 'Research']",6 days ago,https://www.naukri.com/job-listings-climate-data-analyst-msci-services-pune-1-to-4-years-080726019083,data analyst
Data Analyst,ti Steps,"Hyderabad, Chennai, Bengaluru",0-1 Yrs,0.0,1.0,3.5-6.5 Lacs PA,350000.0,650000.0,The ideal candidate should have strong technical expertise across the entire developmen...,"['Data Management', 'Data Analytics', 'Data Cleansing', 'Data Reporting', 'Power BI', 'Data Visualization', 'Tableau']",3 weeks ago,https://www.naukri.com/job-listings-data-analyst-ti-steps-hyderabad-chennai-bengaluru-0-to-1-years-281125015025,data analyst
Data Analyst (Female),Leading Client,Hazaribagh,0-2 Yrs,0.0,2.0,Not Specified,,,Strong analytical and problem-solving skills are required,"['Data Analytics', 'Python', 'Business Data', 'Business Insights', 'Power BI', 'Google Sheets', 'Data Analyst', 'SQL']",1 week ago,https://www.naukri.com/job-listings-data-analyst-female-shree-hr-consultancy-services-hazaribagh-0-to-2-years-010726922077,data analyst
Data Analyst,Wipro,Bengaluru,4-9 Yrs,4.0,9.0,15-27.5 Lacs PA,1500000.0,2750000.0,"Candidates should have hands-on experience supporting Finance, Banking, Asset Managemen...","['Power BI', 'Tableau', 'SQL', 'Snowflake', 'Sigma Computing', 'Business Intelligence', 'Financial Analysis', 'Variance Analysis']",2 days ago,https://www.naukri.com/job-listings-data-analyst-wissenpro-it-solutions-bengaluru-4-to-9-years-010426000626,data analyst
Data Analyst - Excel & PPT Expert,CMA CGM,Navi Mumbai,3-6 Yrs,3.0,6.0,5-10 Lacs PA,500000.0,1000000.0,"Experience in GBS, Logistics, Supply Chain, or Shared Services environments is preferre...","['Data Analytics', 'Excel', 'Dashboards', 'Powerpoint', 'Data', 'Analysis']",5 days ago,https://www.naukri.com/job-listings-data-analyst-excel-ppt-expert-cma-cgm-navi-mumbai-3-to-6-years-090726023774,data analyst
S&C GN - Data&AI - Resources - Analyst,Accenture,Bengaluru,4-8 Yrs,4.0,8.0,Not Specified,,,About The Role TBD Qualification TBD,"['Python', 'Data Analytics', 'Machine Learning', 'Artificial Intelligence', 'SQL', 'Natural Language Processing', 'Data Mining']",2 weeks ago,https://www.naukri.com/job-listings-s-c-gn-data-ai-resources-analyst-accenture-solutions-pvt-ltd-bengaluru-4-to-8-years-300626927896,data analyst
Data Integration Analyst,Alstom,Bengaluru,4-9 Yrs,4.0,9.0,Not Specified,,,Excellent collaboration and communication skills. A Solace Certified Platform Architect...,"['Data Integration', 'Rest', 'Medical', 'Data Analytics', 'Enterprise Architecture', 'Edi', 'Enterprise Integration', 'Api Management']",1 day ago,https://www.naukri.com/job-listings-data-integration-analyst-alstom-transport-india-ltd-bengaluru-4-to-9-years-130726935654,data analyst
Data Analyst,Sodexo,Ahmedabad,2-6 Yrs,2.0,6.0,Not Specified,,,"Proficiency in Microsoft Office, particularly Excel, and experience with data visualiza...","['Database Maintenance', 'Data Analytics', 'Modeling', 'Analytical', 'Documentation', 'Interpersonal Skills', 'Problem Solving', 'Process Improvement']",4 days ago,https://www.naukri.com/job-listings-data-analyst-sodexo-food-solutions-india-pvt-ltd-ces-ahmedabad-2-to-6-years-100726502779,data analyst
Data Analyst,Sodexo,Ahmedabad,2-6 Yrs,2.0,6.0,Not Specified,,,"Proficiency in Microsoft Office, particularly Excel, and experience with data visualiza...","['Database Maintenance', 'Data Analytics', 'Modeling', 'Analytical', 'Interpersonal Skills', 'Problem Solving', 'Process Improvement', 'Machine Learning']",4 days ago,https://www.naukri.com/job-listings-data-analyst-sodexo-food-solutions-india-pvt-ltd-ces-ahmedabad-2-to-6-years-100726502718,data analyst
Data Analyst (IoT),Log9 Materials,Bengaluru,0-6 Yrs,0.0,6.0,Not Specified,,,Work Type: Full Time . Qualifications . Master s or Bachelors degree in a relevant fiel...,"['Sas', 'Big Data Analytics', 'Data Analyst', 'Customer Service', 'Business Intelligence', 'Macros', 'Analytics', 'Reporting Tools']",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-iot-log9-materials-bengaluru-0-to-6-years-110325506630,data analyst
Data Analyst,Kloudportal Technology Solutions,Hybrid - Bengaluru,6-8 Yrs,6.0,8.0,Not Specified,,,Required Skills & Qualifications Direct experience with Google Cloud Platform (BigQuery...,"['Gcp', 'Master Data Management', 'Data Analyst', 'Data Lake', 'Data Modeling', 'Erp', 'Snowflake', 'Data Warehousing']",2 days ago,https://www.naukri.com/job-listings-data-analyst-kloudportal-technology-solutions-bengaluru-6-to-8-years-130726005034,data analyst
Data Analyst,Policybazaar,Gurugram,2-6 Yrs,2.0,6.0,6-10 Lacs PA,600000.0,1000000.0,Design and maintain databases using relational databases such as MySQL or PostgreSQL. J...,"['SQL', 'Data Analytics', 'Data Visualization', 'Tableau', 'Python', 'Analysis', 'Analytics']",1 week ago,https://www.naukri.com/job-listings-data-analyst-policybazaar-gurugram-2-to-6-years-010726020621,data analyst
Data Analyst (English Required),Peroptyx,Remote,0-5 Yrs,0.0,5.0,Not Specified,,,"For thousands of years, maps have provided humans with the knowledge they need to make ...","['Data Analytics', 'English', 'Data Mapping', 'Analytics', 'Analysis', 'Data', 'Mapping']",3 weeks ago,https://www.naukri.com/job-listings-data-analyst-english-required-peroptyx-delhi-ncr-0-to-5-years-170626037068,data analyst
Data Analyst,Qserve It Solutions,Tiruchirapalli,2-4 Yrs,2.0,4.0,Not Specified,,,Experience with database management systems and data visualization tools.,"['Database Maintenance', 'Python', 'Data Analytics', 'Documentation', 'Problem Solving', 'Dashboards', 'Business Intelligence', 'SQL']",1 day ago,https://www.naukri.com/job-listings-data-analyst-qserve-it-solutions-tiruchirapalli-2-to-4-years-130726500812,data analyst
Data Analyst,Rishabh Gupta Corp,"Mumbai (All Areas)(Gamdevi), Hughes Road Gamdevi, Grant Road West",0-4 Yrs,0.0,4.0,3-5 Lacs PA,300000.0,500000.0,"Utilize techniques (coding preferred) to manipulate and analyze data, build data models...","['Artificial Intelligence', 'Statistical Modeling', 'Data Analytics', 'Statistics', 'Python', 'Data Visualization', 'SQL', 'Data']",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-rishabh-gupta-corp-mumbai-all-areas-hughes-road-gamdevi-grant-road-west-0-to-4-years-150626005304,data analyst
Data Analyst Course,Eduluk,New Delhi,0-3 Yrs,0.0,3.0,Not Specified,,,Eduluk is looking for Data Analyst Course to join our dynamic team and embark on a rewa...,"['Master Data', 'Metadata', 'Python', 'Data Analytics', 'Data Management', 'Data Validation', 'Configuration']",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-course-eduluk-new-delhi-0-to-3-years-240725503929,data analyst
Data Analyst,CUMI,Chennai,0-1 Yrs,0.0,1.0,4-6 Lacs PA,400000.0,600000.0,"Build our analytical frameworks by predictive forecastingnew tool implementation, new m...","['Automation Tools', 'Prompt Engineering', 'Ai Strategy', 'Data Visualization', 'Data Analytics', 'Machine Learning', 'Kpi Dashboards', 'Data']",3 weeks ago,https://www.naukri.com/job-listings-data-analyst-cumi-chennai-0-to-1-years-190626017226,data analyst
Data Analyst,Maven Marketing,Chennai,0-7 Yrs,0.0,7.0,Not Specified,,,Disclaimer: This job description has been sourced from a public domain and may have bee...,"['Database Maintenance', 'Python', 'Data Analytics', 'Data Management', 'Problem Solving', 'Dashboards', 'SQL']",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-maven-marketing-private-limited-chennai-0-to-7-years-260326501210,data analyst
Data Analyst,Trinet Group,Vadali,2-7 Yrs,2.0,7.0,Not Specified,,,"A Brief Overview The Data Analyst utilizes knowledge of finance, accounting and insur...","['Health Insurance', 'Automation', 'Excel', 'Consulting', 'Financial Planning', 'Workflow', 'Actuarial', 'Data Integrity']",1 day ago,https://www.naukri.com/job-listings-data-analyst-trinet-group-inc-vadali-2-to-7-years-130726503291,data analyst
Data Analyst,Solenis,Hyderabad,2-3 Yrs,2.0,3.0,Not Specified,,,Education: Bachelors in Engineering is requiredMasters degree (MS) or specialized certi...,"['Procurement', 'Automation', 'Analytical', 'Financial Planning', 'Data Mining', 'Forecasting', 'Variance Analysis', 'Operations']",1 day ago,https://www.naukri.com/job-listings-data-analyst-solenis-hyderabad-2-to-3-years-130726503962,data analyst
Data Analyst,Legistify,Gurugram,0-1 Yrs,0.0,1.0,Not Specified,,,Legistify is looking for Data Analyst to join our dynamic team and embark on a rewardin...,"['Metadata', 'Python', 'Data Analytics', 'Data Management', 'Data Validation', 'Configuration', 'Data Mining']",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-legistify-gurugram-0-to-1-years-221124503733,data analyst
Data Analyst,Trinet Group,Hyderabad,2-7 Yrs,2.0,7.0,Not Specified,,,"A Brief Overview The Data Analyst utilizes knowledge of finance, accounting and insur...","['Health Insurance', 'Automation', 'Excel', 'Consulting', 'Financial Planning', 'Workflow', 'Actuarial', 'Data Integrity']",1 day ago,https://www.naukri.com/job-listings-data-analyst-trinet-group-inc-hyderabad-2-to-7-years-140726502087,data analyst
Data Analyst,Vilican Technologies Pvt. Ltd.,Aurangabad(Shendra MIDC),0-2 Yrs,0.0,2.0,2-3 Lacs PA,200000.0,300000.0,"Job SummaryWe are seeking a detail-oriented and analytical Data Analyst to collect, pr...","['Data Analytics', 'Power BI', 'Tableau', 'Dashboards', 'Data Analyst', 'SQL', 'Data']",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-vilican-technologies-pvt-ltd-aurangabad-0-to-2-years-160626014633,data analyst
Data Analyst (Deployment),Legistify,Gurugram,0-2 Yrs,0.0,2.0,Not Specified,,,Legistify is looking for Data Analyst (Deployment) to join our dynamic team and embark ...,"['Metadata', 'Python', 'Data Analytics', 'Data Management', 'Data Validation', 'Configuration', 'Data Mining']",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-deployment-legistify-gurugram-0-to-2-years-221124503740,data analyst
Data Analyst & AI,Ford,Sholinganallur,5-10 Yrs,5.0,10.0,Not Specified,,,"Bachelor s or Master s degree in computer science, Engineering or a related field of st...","['Data Analytics', 'Data Validation', 'Version Control', 'Git', 'Query Optimization', 'Analytical', 'Apache', 'SQL']",4 days ago,https://www.naukri.com/job-listings-data-analyst-ai-ford-india-private-limited-sholinganallur-5-to-10-years-100726501080,data analyst
Data Analyst,CLOUD STRAT,New Delhi,3-5 Yrs,3.0,5.0,"50,000 PA",,,### **Data Analyst – SQL & BI (Qlik Sense)** **Location:** New Delhi (Work from Office)...,"['Power BI', 'SQL', 'Data Analytics', 'Qlik Sense Development', 'Dashboard Development', 'My Sql', 'Kpi', 'Postgresql']",Few hours ago,https://www.naukri.com/job-listings-data-analyst-savyora-tech-new-delhi-3-to-5-years-150726009567,data analyst
Data Analyst,Wipro,Pune,4-9 Yrs,4.0,9.0,10-13 Lacs PA,1000000.0,1300000.0,"Candidates should have strong analytical skills, excellent communication, and hands-on ...","['Power BI', 'Snowflake', 'Advance Sql', 'Adobe Analytics', 'Python', 'Reporting', 'Data Analytics']",1 week ago,https://www.naukri.com/job-listings-data-analyst-wissenpro-it-solutions-pune-4-to-9-years-040726011583,data analyst
"Data Eng, Mgmt & Governance Analyst",Accenture,Bengaluru,3-5 Yrs,3.0,5.0,Not Specified,,,Qualifications: Any Graduation Qualification Any Graduation Skill required: Intelligen...,"['Content Management', 'Finance', 'Mdm', 'Master Data Management', 'Maintenance', 'Operations', 'Management', 'Governance']",1 day ago,https://www.naukri.com/job-listings-data-eng-mgmt-governance-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-130726916024,data analyst
Data Analyst,Innova Solutions,"Hybrid - Noida, Hyderabad, Chennai",7-12 Yrs,7.0,12.0,15-30 Lacs PA,1500000.0,3000000.0,Shift : 2pm to 11pmSpecialization: Must have: SQL Good to have: Data Analysis. Key Resp...,"['Segmentation', 'Data Analytics', 'Python', 'SQL', 'Analysis', 'Data']",1 day ago,https://www.naukri.com/job-listings-data-analyst-innova-solutions-noida-hyderabad-chennai-7-to-12-years-140726033858,data analyst
Data Analyst,Ubisoft,Pune,5-10 Yrs,5.0,10.0,Not Specified,,,"3+ years of experience with Databricks, Power BI, and similar visualization tools. Abil...","['Hive', 'Python', 'Data Analytics', 'Rdbms', 'Databricks', 'Power BI', 'Analytics Tools', 'Database Technologies']",1 day ago,https://www.naukri.com/job-listings-data-analyst-ubisoft-india-pune-5-to-10-years-140726501391,data analyst
Data Analyst,Diverse Lynx,Chennai,5-8 Yrs,5.0,8.0,Not Specified,,,Excellent communication and interpersonal skills. . Ability to work in a fast-paced env...,"['Data Quality', 'Emerging Technologies', 'Data Storage', 'Data Analytics', 'Data Systems', 'Design', 'Communication And Interpersonal Skills', 'Data Analyst']",1 day ago,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-chennai-5-to-8-years-140726502824,data analyst
Data Analyst 3,Quess,Hybrid - Pune,7-11 Yrs,7.0,11.0,14-22.5 Lacs PA,1400000.0,2250000.0,Essential Experience and Job RequirementsGood business acumen with experience in commer...,"['Data Analytics', 'Power BI', 'Azure Ecosystem', 'Microsoft Azure', 'Analytics', 'Analysis']",1 week ago,https://www.naukri.com/job-listings-data-analyst-3-quess-pune-7-to-11-years-070726008607,data analyst
Consultant | Business Analyst| Mumbai location,National Institute for Smart Government (NISG),Mumbai,6-10 Yrs,6.0,10.0,Not Specified,,,"Maintain documentation repositories, requirement traceability matrices, and change logs...","['Business Analysis', 'Bi Tools', 'Government Projects', 'Brd', 'Requirement Gathering', 'Frd', 'Uat', 'Functional Consultant']",4 days ago,https://www.naukri.com/job-listings-consultant-business-analyst-mumbai-location-national-institute-for-smart-government-nisg-mumbai-6-to-10-years-210426035969,business analyst
Business Analyst,Hexaware Technologies,"Hybrid - Pune, Chennai, Bengaluru",14-17 Yrs,14.0,17.0,Not Specified,,,"Preferred candidate profile . Experience: Overall, 12 to 15 years of experience out of ...","['Gap Analysis', 'Requirement Gathering', 'Business Analysis', 'Stakeholder Management', 'Requirements', 'Management', 'Gap', 'Analysis']",1 week ago,https://www.naukri.com/job-listings-business-analyst-hexaware-technologies-pune-chennai-bengaluru-14-to-17-years-010726017635,business analyst
Business Analyst,Lowe's,Bengaluru,2-4 Yrs,2.0,4.0,Not Specified,,,"List the education, certification, and work experience for an incumbent in the job, ent...","['Power BI', 'Excel', 'Dashboards', 'SQL', 'Bi Tools', 'Business Analytics', 'Analytics']",1 day ago,https://www.naukri.com/job-listings-business-analyst-lowe-s-bengaluru-2-to-4-years-090626026473,business analyst
Business Analyst,Lenskart,Bhiwadi,6-11 Yrs,6.0,11.0,Not Specified,,,Required Skills & Qualifications Preferred Qualifications . Proven experience as a Busi...,"['Business Analytics', 'Power BI', 'Data Analytics', 'SQL', 'Business Analysis', 'Analytics', 'Data']",Just now,https://www.naukri.com/job-listings-business-analyst-lenskart-bhiwadi-6-to-11-years-150726016922,business analyst
Business Analyst,Opteamix,Bengaluru,0-2 Yrs,0.0,2.0,Not Specified,,,Business Analyst - L1 Level will be responsible for analyzing business processes and re...,"['Aiml', 'Business Analysis', 'Change Management', 'Risk Assessment', 'Stakeholder Management', 'Analysis', 'Assessment', 'Risk']",Just now,https://www.naukri.com/job-listings-business-analyst-opteamix-bengaluru-0-to-2-years-150726013220,business analyst
Business Analyst,Veniso Solutions,Hyderabad(Madhapur),0-1 Yrs,0.0,1.0,1-3 Lacs PA,100000.0,300000.0,Flexibility: Willingness to work flexible hours and shiftsPreferred candidate profile ....,"['Requirement Gathering', 'Business Requirement Analysis', 'Business Analytics', 'Brd', 'Frd', 'Business Analysis', 'Requirements', 'Analytics']",5 days ago,https://www.naukri.com/job-listings-business-analyst-veniso-solutions-hyderabad-0-to-1-years-100726009900,business analyst
Business Analyst,Accenture,Chennai,1-4 Yrs,1.0,4.0,Not Specified,,,About The Role Project Role :Business AnalystProject Role Description :Analyze an org...,"['Project Management', 'Business Analysis', 'Business Requirement Analysis', 'Process Mapping', 'Requirement Analysis', 'Gap Analysis', 'Documentation', 'Business Solutions']",1 day ago,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-chennai-1-to-4-years-130726935411,business analyst
